Id,Title,Tags,Acceptance,Difficulty,Frequency,Link,Segment Tree,Binary Indexed Tree,Union Find,Binary Search,Queue,Database,Sort,Topological Sort,String,Recursion,Stack,Divide and Conquer,Heap,Line Sweep,Suffix Array,Graph,Geometry,Hash Table,Reservoir Sampling,Design,Brainteaser,Array,Trie,Memoization,Binary Search Tree,Breadth-first Search,Ordered Map,Linked List,Depth-first Search,Bit Manipulation,Random,Sliding Window,Minimax,Rolling Hash,Dynamic Programming,Greedy,Backtracking,Rejection Sampling,Two Pointers,Tree,Math,id,title,problem,processed_problem
329,Longest Increasing Path in a Matrix,"Depth-first Search, Topological Sort, Memoization",43.6,Hard,3.5515,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,329.0,Longest Increasing Path in a Matrix,"Given an m x n integers matrix, return the length of the longest increasing path in matrix. From each cell, you can either move in four directions: left, right, up, or down. You may not move diagonally or move outside the boundary (i.e., wrap-around is not allowed).","['given', 'an', 'm', 'x', 'n', 'integers', 'matrix', 'return', 'the', 'length', 'of', 'the', 'longest', 'increasing', 'path', 'in', 'matrix', 'from', 'each', 'cell', 'you', 'can', 'either', 'move', 'in', 'four', 'directions', 'left', 'right', 'up', 'or', 'down', 'you', 'may', 'not', 'move', 'diagonally', 'or', 'move', 'outside', 'the', 'boundary', 'i', 'e', 'wrap', 'around', 'is', 'not', 'allowed']"
335,Self Crossing,Math,28.1,Hard,3.90117,https://leetcode.com/problems/self-crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335.0,Self Crossing,"You are given an array of integers distance. You start at point (0,0) on an X-Y plane and you move distance[0] meters to the north, then distance[1] meters to the west, distance[2] meters to the south, distance[3] meters to the east, and so on. In other words, after each move, your direction changes counter-clockwise. Return true if your path crosses itself, and false if it does not.","['you', 'are', 'given', 'an', 'array', 'of', 'integers', 'distance', 'you', 'start', 'at', 'point', '0', '0', 'on', 'an', 'x', 'y', 'plane', 'and', 'you', 'move', 'distance', '0', 'meters', 'to', 'the', 'north', 'then', 'distance', '1', 'meters', 'to', 'the', 'west', 'distance', '2', 'meters', 'to', 'the', 'south', 'distance', '3', 'meters', 'to', 'the', 'east', 'and', 'so', 'on', 'in', 'other', 'words', 'after', 'each', 'move', 'your', 'direction', 'changes', 'counter', 'clockwise', 'return', 'true', 'if', 'your', 'path', 'crosses', 'itself', 'and', 'false', 'if', 'it', 'does', 'not']"
336,Palindrome Pairs,"Hash Table, String, Trie",33.8,Hard,7.64156,https://leetcode.com/problems/palindrome-pairs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.0,Palindrome Pairs,"Given a list of unique words, return all the pairs of the distinct indices (i, j) in the given list, so that the concatenation of the two words words[i] + words[j] is a palindrome.","['given', 'a', 'list', 'of', 'unique', 'words', 'return', 'all', 'the', 'pairs', 'of', 'the', 'distinct', 'indices', 'i', 'j', 'in', 'the', 'given', 'list', 'so', 'that', 'the', 'concatenation', 'of', 'the', 'two', 'words', 'words', 'i', 'words', 'j', 'is', 'a', 'palindrome']"
338,Counting Bits,"Dynamic Programming, Bit Manipulation",69.7,Medium,0.584416,https://leetcode.com/problems/counting-bits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,338.0,Counting Bits,"Given an integer n, return an array ans of length n + 1 such that for each i (0 <= i <= n), ans[i] is the number of 1's in the binary representation of i.","['given', 'an', 'integer', 'n', 'return', 'an', 'array', 'ans', 'of', 'length', 'n', '1', 'such', 'that', 'for', 'each', 'i', '0', 'i', 'n', 'ans', 'i', 'is', 'the', 'number', 'of', '1', 's', 'in', 'the', 'binary', 'representation', 'of', 'i']"
345,Reverse Vowels of a String,"Two Pointers, String",44.3,Easy,0.694177,https://leetcode.com/problems/reverse-vowels-of-a-string,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,345.0,Reverse Vowels of a String,"Given a string s, reverse only all the vowels in the string and return it. The vowels are 'a', 'e', 'i', 'o', and 'u', and they can appear in both cases.","['given', 'a', 'string', 's', 'reverse', 'only', 'all', 'the', 'vowels', 'in', 'the', 'string', 'and', 'return', 'it', 'the', 'vowels', 'are', 'a', 'e', 'i', 'o', 'and', 'u', 'and', 'they', 'can', 'appear', 'in', 'both', 'cases']"
350,Intersection of Two Arrays II,"Hash Table, Two Pointers, Binary Search, Sort",51.5,Easy,1.96452,https://leetcode.com/problems/intersection-of-two-arrays-ii,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,350.0,Intersection of Two Arrays II,"Given two integer arrays nums1 and nums2, return an array of their intersection. Each element in the result must appear as many times as it shows in both arrays and you may return the result in any order.","['given', 'two', 'integer', 'arrays', 'nums1', 'and', 'nums2', 'return', 'an', 'array', 'of', 'their', 'intersection', 'each', 'element', 'in', 'the', 'result', 'must', 'appear', 'as', 'many', 'times', 'as', 'it', 'shows', 'in', 'both', 'arrays', 'and', 'you', 'may', 'return', 'the', 'result', 'in', 'any', 'order']"
354,Russian Doll Envelopes,"Binary Search, Dynamic Programming",35.6,Hard,4.61346,https://leetcode.com/problems/russian-doll-envelopes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354.0,Russian Doll Envelopes,"You are given a 2D array of integers envelopes where envelopes[i] = [wi, hi] represents the width and the height of an envelope. One envelope can fit into another if and only if both the width and height of one envelope are greater than the other envelope's width and height. Return the maximum number of envelopes you can Russian doll (i.e., put one inside the other). Note: You cannot rotate an envelope.","['you', 'are', 'given', 'a', '2d', 'array', 'of', 'integers', 'envelopes', 'where', 'envelopes', 'i', 'wi', 'hi', 'represents', 'the', 'width', 'and', 'the', 'height', 'of', 'an', 'envelope', 'one', 'envelope', 'can', 'fit', 'into', 'another', 'if', 'and', 'only', 'if', 'both', 'the', 'width', 'and', 'height', 'of', 'one', 'envelope', 'are', 'greater', 'than', 'the', 'other', 'envelope', 's', 'width', 'and', 'height', 'return', 'the', 'maximum', 'number', 'of', 'envelopes', 'you', 'can', 'russian', 'doll', 'i', 'e', 'put', 'one', 'inside', 'the', 'other', 'note', 'you', 'cannot', 'rotate', 'an', 'envelope']"
368,Largest Divisible Subset,"Math, Dynamic Programming",37.9,Medium,2.41868,https://leetcode.com/problems/largest-divisible-subset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,368.0,Largest Divisible Subset,"Given a set of distinct positive integers nums, return the largest subset answer such that every pair (answer[i], answer[j]) of elements in this subset satisfies: answer[i] % answer[j] == 0, or answer[j] % answer[i] == 0 If there are multiple solutions, return any of them.","['given', 'a', 'set', 'of', 'distinct', 'positive', 'integers', 'nums', 'return', 'the', 'largest', 'subset', 'answer', 'such', 'that', 'every', 'pair', 'answer', 'i', 'answer', 'j', 'of', 'elements', 'in', 'this', 'subset', 'satisfies', 'answer', 'i', 'answer', 'j', '0', 'or', 'answer', 'j', 'answer', 'i', '0', 'if', 'there', 'are', 'multiple', 'solutions', 'return', 'any', 'of', 'them']"
373,Find K Pairs with Smallest Sums,Heap,36.9,Medium,5.45142,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.0,Find K Pairs with Smallest Sums,"You are given two integer arrays nums1 and nums2 sorted in ascending order and an integer k. Define a pair (u, v) which consists of one element from the first array and one element from the second array. Return the k pairs (u1, v1), (u2, v2), ..., (uk, vk) with the smallest sums.","['you', 'are', 'given', 'two', 'integer', 'arrays', 'nums1', 'and', 'nums2', 'sorted', 'in', 'ascending', 'order', 'and', 'an', 'integer', 'k', 'define', 'a', 'pair', 'u', 'v', 'which', 'consists', 'of', 'one', 'element', 'from', 'the', 'first', 'array', 'and', 'one', 'element', 'from', 'the', 'second', 'array', 'return', 'the', 'k', 'pairs', 'u1', 'v1', 'u2', 'v2', 'uk', 'vk', 'with', 'the', 'smallest', 'sums']"
378,Kth Smallest Element in a Sorted Matrix,"Binary Search, Heap",54.6,Medium,12.4706,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.0,Kth Smallest Element in a Sorted Matrix,"Given an n x n matrix where each of the rows and columns are sorted in ascending order, return the kth smallest element in the matrix. Note that it is the kth smallest element in the sorted order, not the kth distinct element.","['given', 'an', 'n', 'x', 'n', 'matrix', 'where', 'each', 'of', 'the', 'rows', 'and', 'columns', 'are', 'sorted', 'in', 'ascending', 'order', 'return', 'the', 'kth', 'smallest', 'element', 'in', 'the', 'matrix', 'note', 'that', 'it', 'is', 'the', 'kth', 'smallest', 'element', 'in', 'the', 'sorted', 'order', 'not', 'the', 'kth', 'distinct', 'element']"
382,Linked List Random Node,Reservoir Sampling,52.2,Medium,1.2903,https://leetcode.com/problems/linked-list-random-node,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.0,Linked List Random Node,"Given a singly linked list, return a random node's value from the linked list. Each node must have the same probability of being chosen. Implement the Solution class: Solution(ListNode head) Initializes the object with the integer array nums. int getRandom() Chooses a node randomly from the list and returns its value. All the nodes of the list should be equally likely to be choosen.","['given', 'a', 'singly', 'linked', 'list', 'return', 'a', 'random', 'node', 's', 'value', 'from', 'the', 'linked', 'list', 'each', 'node', 'must', 'have', 'the', 'same', 'probability', 'of', 'being', 'chosen', 'implement', 'the', 'solution', 'class', 'solution', 'listnode', 'head', 'initializes', 'the', 'object', 'with', 'the', 'integer', 'array', 'nums', 'int', 'getrandom', 'chooses', 'a', 'node', 'randomly', 'from', 'the', 'list', 'and', 'returns', 'its', 'value', 'all', 'the', 'nodes', 'of', 'the', 'list', 'should', 'be', 'equally', 'likely', 'to', 'be', 'choosen']"
384,Shuffle an Array,Database,52.9,Medium,10.1085,https://leetcode.com/problems/shuffle-an-array,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0,Shuffle an Array,"Given an integer array nums, design an algorithm to randomly shuffle the array. All permutations of the array should be equally likely as a result of the shuffling. Implement the Solution class: Solution(int[] nums) Initializes the object with the integer array nums. int[] reset() Resets the array to its original configuration and returns it. int[] shuffle() Returns a random shuffling of the array.","['given', 'an', 'integer', 'array', 'nums', 'design', 'an', 'algorithm', 'to', 'randomly', 'shuffle', 'the', 'array', 'all', 'permutations', 'of', 'the', 'array', 'should', 'be', 'equally', 'likely', 'as', 'a', 'result', 'of', 'the', 'shuffling', 'implement', 'the', 'solution', 'class', 'solution', 'int', 'nums', 'initializes', 'the', 'object', 'with', 'the', 'integer', 'array', 'nums', 'int', 'reset', 'resets', 'the', 'array', 'to', 'its', 'original', 'configuration', 'and', 'returns', 'it', 'int', 'shuffle', 'returns', 'a', 'random', 'shuffling', 'of', 'the', 'array']"
389,Find the Difference,"Hash Table, Bit Manipulation",55.5,Easy,0.443072,https://leetcode.com/problems/find-the-difference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,389.0,Find the Difference,You are given two strings s and t. String t is generated by random shuffling string s and then add one more letter at a random position. Return the letter that was added to t.,"['you', 'are', 'given', 'two', 'strings', 's', 'and', 't', 'string', 't', 'is', 'generated', 'by', 'random', 'shuffling', 'string', 's', 'and', 'then', 'add', 'one', 'more', 'letter', 'at', 'a', 'random', 'position', 'return', 'the', 'letter', 'that', 'was', 'added', 'to', 't']"
390,Elimination Game,Database,44.5,Medium,2.3484,https://leetcode.com/problems/elimination-game,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.0,Elimination Game,"You have a list arr of all integers in the range [1, n] sorted in a strictly increasing order. Apply the following algorithm on arr: Starting from left to right, remove the first number and every other number afterward until you reach the end of the list. Repeat the previous step again, but this time from right to left, remove the rightmost number and every other number from the remaining numbers. Keep repeating the steps again, alternating left to right and right to left, until a single number remains. Given the integer n, return the last number that remains in arr.","['you', 'have', 'a', 'list', 'arr', 'of', 'all', 'integers', 'in', 'the', 'range', '1', 'n', 'sorted', 'in', 'a', 'strictly', 'increasing', 'order', 'apply', 'the', 'following', 'algorithm', 'on', 'arr', 'starting', 'from', 'left', 'to', 'right', 'remove', 'the', 'first', 'number', 'and', 'every', 'other', 'number', 'afterward', 'until', 'you', 'reach', 'the', 'end', 'of', 'the', 'list', 'repeat', 'the', 'previous', 'step', 'again', 'but', 'this', 'time', 'from', 'right', 'to', 'left', 'remove', 'the', 'rightmost', 'number', 'and', 'every', 'other', 'number', 'from', 'the', 'remaining', 'numbers', 'keep', 'repeating', 'the', 'steps', 'again', 'alternating', 'left', 'to', 'right', 'and', 'right', 'to', 'left', 'until', 'a', 'single', 'number', 'remains', 'given', 'the', 'integer', 'n', 'return', 'the', 'last', 'number', 'that', 'remains', 'in', 'arr']"
392,Is Subsequence,"Binary Search, Dynamic Programming, Greedy",49.2,Easy,0.50004,https://leetcode.com/problems/is-subsequence,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,392.0,Is Subsequence,"Given two strings s and t, return true if s is a subsequence of t, or false otherwise. A subsequence of a string is a new string that is formed from the original string by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (i.e., ""ace"" is a subsequence of ""abcde"" while ""aec"" is not).","['given', 'two', 'strings', 's', 'and', 't', 'return', 'true', 'if', 's', 'is', 'a', 'subsequence', 'of', 't', 'or', 'false', 'otherwise', 'a', 'subsequence', 'of', 'a', 'string', 'is', 'a', 'new', 'string', 'that', 'is', 'formed', 'from', 'the', 'original', 'string', 'by', 'deleting', 'some', 'can', 'be', 'none', 'of', 'the', 'characters', 'without', 'disturbing', 'the', 'relative', 'positions', 'of', 'the', 'remaining', 'characters', 'i', 'e', 'ace', 'is', 'a', 'subsequence', 'of', 'abcde', 'while', 'aec', 'is', 'not']"
404,Sum of Left Leaves,Tree,52.0,Easy,0.0506204,https://leetcode.com/problems/sum-of-left-leaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,404.0,Sum of Left Leaves,"Given the root of a binary tree, return the sum of all left leaves.","['given', 'the', 'root', 'of', 'a', 'binary', 'tree', 'return', 'the', 'sum', 'of', 'all', 'left', 'leaves']"
406,Queue Reconstruction by Height,Greedy,67.0,Medium,1.0883,https://leetcode.com/problems/queue-reconstruction-by-height,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,406.0,Queue Reconstruction by Height,"You are given an array of people, people, which are the attributes of some people in a queue (not necessarily in order). Each people[i] = [hi, ki] represents the ith person of height hi with exactly ki other people in front who have a height greater than or equal to hi. Reconstruct and return the queue that is represented by the input array people. The returned queue should be formatted as an array queue, where queue[j] = [hj, kj] is the attributes of the jth person in the queue (queue[0] is the person at the front of the queue).","['you', 'are', 'given', 'an', 'array', 'of', 'people', 'people', 'which', 'are', 'the', 'attributes', 'of', 'some', 'people', 'in', 'a', 'queue', 'not', 'necessarily', 'in', 'order', 'each', 'people', 'i', 'hi', 'ki', 'represents', 'the', 'ith', 'person', 'of', 'height', 'hi', 'with', 'exactly', 'ki', 'other', 'people', 'in', 'front', 'who', 'have', 'a', 'height', 'greater', 'than', 'or', 'equal', 'to', 'hi', 'reconstruct', 'and', 'return', 'the', 'queue', 'that', 'is', 'represented', 'by', 'the', 'input', 'array', 'people', 'the', 'returned', 'queue', 'should', 'be', 'formatted', 'as', 'an', 'array', 'queue', 'where', 'queue', 'j', 'hj', 'kj', 'is', 'the', 'attributes', 'of', 'the', 'jth', 'person', 'in', 'the', 'queue', 'queue', '0', 'is', 'the', 'person', 'at', 'the', 'front', 'of', 'the', 'queue']"
407,Trapping Rain Water II,"Heap, Breadth-first Search",42.6,Hard,2.93806,https://leetcode.com/problems/trapping-rain-water-ii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.0,Trapping Rain Water II,"Given an m x n integer matrix heightMap representing the height of each unit cell in a 2D elevation map, return the volume of water it can trap after raining.","['given', 'an', 'm', 'x', 'n', 'integer', 'matrix', 'heightmap', 'representing', 'the', 'height', 'of', 'each', 'unit', 'cell', 'in', 'a', '2d', 'elevation', 'map', 'return', 'the', 'volume', 'of', 'water', 'it', 'can', 'trap', 'after', 'raining']"
409,Longest Palindrome,Hash Table,51.8,Easy,4.78868,https://leetcode.com/problems/longest-palindrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.0,Longest Palindrome,"Given a string s which consists of lowercase or uppercase letters, return the length of the longest palindrome that can be built with those letters. Letters are case sensitive, for example, ""Aa"" is not considered a palindrome here.","['given', 'a', 'string', 's', 'which', 'consists', 'of', 'lowercase', 'or', 'uppercase', 'letters', 'return', 'the', 'length', 'of', 'the', 'longest', 'palindrome', 'that', 'can', 'be', 'built', 'with', 'those', 'letters', 'letters', 'are', 'case', 'sensitive', 'for', 'example', 'aa', 'is', 'not', 'considered', 'a', 'palindrome', 'here']"
410,Split Array Largest Sum,"Binary Search, Dynamic Programming",44.8,Hard,7.85316,https://leetcode.com/problems/split-array-largest-sum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,410.0,Split Array Largest Sum,"Given an array nums which consists of non-negative integers and an integer m, you can split the array into m non-empty continuous subarrays. Write an algorithm to minimize the largest sum among these m subarrays.","['given', 'an', 'array', 'nums', 'which', 'consists', 'of', 'non', 'negative', 'integers', 'and', 'an', 'integer', 'm', 'you', 'can', 'split', 'the', 'array', 'into', 'm', 'non', 'empty', 'continuous', 'subarrays', 'write', 'an', 'algorithm', 'to', 'minimize', 'the', 'largest', 'sum', 'among', 'these', 'm', 'subarrays']"
413,Arithmetic Slices,"Math, Dynamic Programming",58.0,Medium,1.60213,https://leetcode.com/problems/arithmetic-slices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,413.0,Arithmetic Slices,"An integer array is called arithmetic if it consists of at least three elements and if the difference between any two consecutive elements is the same. For example, [1,3,5,7,9], [7,7,7,7], and [3,-1,-5,-9] are arithmetic sequences. Given an integer array nums, return the number of arithmetic subarrays of nums. A subarray is a contiguous subsequence of the array.","['an', 'integer', 'array', 'is', 'called', 'arithmetic', 'if', 'it', 'consists', 'of', 'at', 'least', 'three', 'elements', 'and', 'if', 'the', 'difference', 'between', 'any', 'two', 'consecutive', 'elements', 'is', 'the', 'same', 'for', 'example', '1', '3', '5', '7', '9', '7', '7', '7', '7', 'and', '3', '1', '5', '9', 'are', 'arithmetic', 'sequences', 'given', 'an', 'integer', 'array', 'nums', 'return', 'the', 'number', 'of', 'arithmetic', 'subarrays', 'of', 'nums', 'a', 'subarray', 'is', 'a', 'contiguous', 'subsequence', 'of', 'the', 'array']"
414,Third Maximum Number,Array,30.5,Easy,0.894883,https://leetcode.com/problems/third-maximum-number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.0,Third Maximum Number,"Given an integer array nums, return the third distinct maximum number in this array. If the third maximum does not exist, return the maximum number.","['given', 'an', 'integer', 'array', 'nums', 'return', 'the', 'third', 'distinct', 'maximum', 'number', 'in', 'this', 'array', 'if', 'the', 'third', 'maximum', 'does', 'not', 'exist', 'return', 'the', 'maximum', 'number']"
416,Partition Equal Subset Sum,Dynamic Programming,43.9,Medium,0.442927,https://leetcode.com/problems/partition-equal-subset-sum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,416.0,Partition Equal Subset Sum,"Given a non-empty array nums containing only positive integers, find if the array can be partitioned into two subsets such that the sum of elements in both subsets is equal.","['given', 'a', 'non', 'empty', 'array', 'nums', 'containing', 'only', 'positive', 'integers', 'find', 'if', 'the', 'array', 'can', 'be', 'partitioned', 'into', 'two', 'subsets', 'such', 'that', 'the', 'sum', 'of', 'elements', 'in', 'both', 'subsets', 'is', 'equal']"
417,Pacific Atlantic Water Flow,"Depth-first Search, Breadth-first Search",41.4,Medium,5.37988,https://leetcode.com/problems/pacific-atlantic-water-flow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,417.0,Pacific Atlantic Water Flow,"There is an m x n rectangular island that borders both the Pacific Ocean and Atlantic Ocean. The Pacific Ocean touches the island's left and top edges, and the Atlantic Ocean touches the island's right and bottom edges. The island is partitioned into a grid of square cells. You are given an m x n integer matrix heights where heights[r][c] represents the height above sea level of the cell at coordinate (r, c). The island receives a lot of rain, and the rain water can flow to neighboring cells directly north, south, east, and west if the neighboring cell's height is less than or equal to the current cell's height. Water can flow from any cell adjacent to an ocean into the ocean. Return a 2D list of grid coordinates result where result[i] = [ri, ci] denotes that rain water can flow from cell (ri, ci) to both the Pacific and Atlantic oceans.","['there', 'is', 'an', 'm', 'x', 'n', 'rectangular', 'island', 'that', 'borders', 'both', 'the', 'pacific', 'ocean', 'and', 'atlantic', 'ocean', 'the', 'pacific', 'ocean', 'touches', 'the', 'island', 's', 'left', 'and', 'top', 'edges', 'and', 'the', 'atlantic', 'ocean', 'touches', 'the', 'island', 's', 'right', 'and', 'bottom', 'edges', 'the', 'island', 'is', 'partitioned', 'into', 'a', 'grid', 'of', 'square', 'cells', 'you', 'are', 'given', 'an', 'm', 'x', 'n', 'integer', 'matrix', 'heights', 'where', 'heights', 'r', 'c', 'represents', 'the', 'height', 'above', 'sea', 'level', 'of', 'the', 'cell', 'at', 'coordinate', 'r', 'c', 'the', 'island', 'receives', 'a', 'lot', 'of', 'rain', 'and', 'the', 'rain', 'water', 'can', 'flow', 'to', 'neighboring', 'cells', 'directly', 'north', 'south', 'east', 'and', 'west', 'if', 'the', 'neighboring', 'cell', 's', 'height', 'is', 'less', 'than', 'or', 'equal', 'to', 'the', 'current', 'cell', 's', 'height', 'water', 'can', 'flow', 'from', 'any', 'cell', 'adjacent', 'to', 'an', 'ocean', 'into', 'the', 'ocean', 'return', 'a', '2d', 'list', 'of', 'grid', 'coordinates', 'result', 'where', 'result', 'i', 'ri', 'ci', 'denotes', 'that', 'rain', 'water', 'can', 'flow', 'from', 'cell', 'ri', 'ci', 'to', 'both', 'the', 'pacific', 'and', 'atlantic', 'oceans']"
419,Battleships in a Board,Database,70.2,Medium,4.56526,https://leetcode.com/problems/battleships-in-a-board,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.0,Battleships in a Board,"Given an m x n matrix board where each cell is a battleship 'X' or empty '.', return the number of the battleships on board. Battleships can only be placed horizontally or vertically on board. In other words, they can only be made of the shape 1 x k (1 row, k columns) or k x 1 (k rows, 1 column), where k can be of any size. At least one horizontal or vertical cell separates between two battleships (i.e., there are no adjacent battleships).","['given', 'an', 'm', 'x', 'n', 'matrix', 'board', 'where', 'each', 'cell', 'is', 'a', 'battleship', 'x', 'or', 'empty', 'return', 'the', 'number', 'of', 'the', 'battleships', 'on', 'board', 'battleships', 'can', 'only', 'be', 'placed', 'horizontally', 'or', 'vertically', 'on', 'board', 'in', 'other', 'words', 'they', 'can', 'only', 'be', 'made', 'of', 'the', 'shape', '1', 'x', 'k', '1', 'row', 'k', 'columns', 'or', 'k', 'x', '1', 'k', 'rows', '1', 'column', 'where', 'k', 'can', 'be', 'of', 'any', 'size', 'at', 'least', 'one', 'horizontal', 'or', 'vertical', 'cell', 'separates', 'between', 'two', 'battleships', 'i', 'e', 'there', 'are', 'no', 'adjacent', 'battleships']"
420,Strong Password Checker,Database,13.7,Hard,2.51318,https://leetcode.com/problems/strong-password-checker,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.0,Strong Password Checker,"A password is considered strong if the below conditions are all met: It has at least 6 characters and at most 20 characters. It contains at least one lowercase letter, at least one uppercase letter, and at least one digit. It does not contain three repeating characters in a row (i.e., ""...aaa..."" is weak, but ""...aa...a..."" is strong, assuming other conditions are met). Given a string password, return the minimum number of steps required to make password strong. if password is already strong, return 0. In one step, you can: Insert one character to password, Delete one character from password, or Replace one character of password with another character.","['a', 'password', 'is', 'considered', 'strong', 'if', 'the', 'below', 'conditions', 'are', 'all', 'met', 'it', 'has', 'at', 'least', '6', 'characters', 'and', 'at', 'most', '20', 'characters', 'it', 'contains', 'at', 'least', 'one', 'lowercase', 'letter', 'at', 'least', 'one', 'uppercase', 'letter', 'and', 'at', 'least', 'one', 'digit', 'it', 'does', 'not', 'contain', 'three', 'repeating', 'characters', 'in', 'a', 'row', 'i', 'e', 'aaa', 'is', 'weak', 'but', 'aa', 'a', 'is', 'strong', 'assuming', 'other', 'conditions', 'are', 'met', 'given', 'a', 'string', 'password', 'return', 'the', 'minimum', 'number', 'of', 'steps', 'required', 'to', 'make', 'password', 'strong', 'if', 'password', 'is', 'already', 'strong', 'return', '0', 'in', 'one', 'step', 'you', 'can', 'insert', 'one', 'character', 'to', 'password', 'delete', 'one', 'character', 'from', 'password', 'or', 'replace', 'one', 'character', 'of', 'password', 'with', 'another', 'character']"
421,Maximum XOR of Two Numbers in an Array,"Bit Manipulation, Trie",53.7,Medium,1.19361,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,421.0,Maximum XOR of Two Numbers in an Array,"Given an integer array nums, return the maximum result of nums[i] XOR nums[j], where 0 <= i <= j < n.","['given', 'an', 'integer', 'array', 'nums', 'return', 'the', 'maximum', 'result', 'of', 'nums', 'i', 'xor', 'nums', 'j', 'where', '0', 'i', 'j', 'n']"
